Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_1843848,CUST_05,Patisserie,Item_13_PAT,error,N/A,1615.3385135712142,Credit Card,Online,2022-10-13,False
TXN_8257770,cust_6862,N/A,Item_19_BUT,189.76761596269867,unknown,unknown,Credit Card,Online,2024-09-20,False
TXN_9799191,CUST_11,cat1,PHON3,unknown,9.0,,,Loc_X,,True
TXN_3664941,CUST_12,,Item_4_FUR,-9.5,10.0,N/A,Digital Wallet,Online,2023-10-29,
TXN_2029611,CUST_15,???,,,25.0,,Cash,In-store,2024-05-27,True
TXN_5624506,CUST_18,,Item_13_FOOD,error,,701.0419637341162,,In-store,,False
TXN_3986838,CUST_21,,Item_24_BEV,127.82636068903157,10.0,error,Digital Wallet,In-store,2024-02-04,
TXN_7729747,CUST_13,Food,,$$$,,error,Credit Card,In-store,04-05-2026,False
TXN_9712639,CUST_10,Computers and electric accessories,,-52.286684124865396,,-240.9765203095065,Digital Wallet,In-store,2023-08-04,False
TXN_4545143,CUST_19,undefined,Item_1_BUT,N/A,4.0,20.0,Digital Wallet,,,True
TXN_2582569,CUST_13,Furniture,,error,unknown,100.5,Cash,In-store,2001-11-06,False
TXN_3968183,CUST_09,Computers and electric accessories,Item_21_CEA,,error,1323.7096203400133,paypal,In-store,2022-04-10,True
TXN_6006069,CUST_20,Furniture,Item_5_FUR,11.0,1.0,,DEBIT,In-store,2022-01-29,
TXN_9746526,CUST_11,UNKNOWN,Item_14_FOOD,24.5,unknown,171.5,Cash,Loc_X,2025-01-04,
TXN_7324151,CUST_16,Computers and electric accessories,Item_21_CEA,35.0,,N/A,Credit Card,In-store,2004-10-03,False
TXN_1943990,CUST_14,Butchers,N/A,error,3.0,1264.7365038645976,Credit Card,In-store,2024-03-10,
,CUST_10,???,???,unknown,,-200.0,,In-store,2023-09-19,
TXN_3743264,CUST_20,,,33.5,2.0,67.0,Digital Wallet,In-store,2022-12-27,
TXN_5178719,CUST_14,,Item_1_EHE,unknown,-10.0,-50.0,undefined,,2024-12-13,
TXN_7224530,CUST_08,Computers and electric accessories,,,34.0,-87.0,Credit Card,Online,2024-06-30,True
TXN_9961587,CUST_18,undefined,Tableet,,,19.5,N/A,Online,2002-11-22,False
TXN_7727815,CUST_16,Butchers,Laptoppp,,,255.5,,In-store,06-02-1990,
TXN_9027424,CUST_14,Misc,Item_17_FUR,29.0,10.0,1115.0903268923719,undefined,UNKNOWN,2022-01-13,True
,CUST_09,Computers and electric accessories,PHON3,5.0,9.0,4213.072476717176,Digital Wallet,In-store,2022-06-29,
TXN_5373878,CUST_04,Butchers,,29.0,8.0,unknown,Cash,Online,,N
TXN_5355489,CUST_25,Furniture,Item_3_FUR,8.0,1.0,8.0,Wiretransfer,Online,28-08-2009,True
TXN_9159149,CUST9153,Misc,PHON3,32.0,,256.0,Digital Wallet,In-store,,True
TXN_3319640,CUST_05,???,,24.5,error,245.0,,In-store,,1
TXN_1102033,CUST_01,Computers and electric accessories,Item_13_CEA,245.99607446578656,N/A,504.6586129479725,Digital Wallet,,2022-04-17,False
,CUST_17,Beverages,,,unknown,153.0,???,Online,2018-07-12,
TXN_1248449,CUST_03,Beverages,UNKNOWN,35.0,-8.0,$$$,,In-store,2023-05-28,
TXN_8170834,8251,,Item_5_BUT,,N/A,N/A,Creditt Card,In-store,2022-07-09,
TXN_6476793,CUST_24,Computers and electric accessories,,196.92774348572505,32.0,61.0,Wiretransfer,In-store,05.11.2022,True
TXN_8078608,3131,cat1,Item_6_CEA,12.5,error,-25.0,DEBIT,Online,2003-05-16,True
TXN_1082353,CUST_02,,Item_23_PAT,,,unknown,Cash,In-store,2023-01-05,False
TXN_4665475,CUST_25,N/A,N/A,15.5,,123.91911448640124,paypal,,2024-11-06,True
TXN_2891447,CUST_19,Computers and electric accessories,Item_15_CEA,26.0,5.0,error,paypal,Online,2005-04-21,
TXN_4891106,CUST_03,Beverages,,30.5,-10.0,305.0,Cash,Online,06-06-2022,False
TXN_1814757,CUST_01,Patisserie,,,N/A,-55.85503939514915,???,In-store,18-08-2024,
TXN_5983420,CUST_03,Milk Products,Item_16_MILK,288.13120319951804,37.0,220.0,Cash,In-store,2024/02/25,
TXN_3256316,CUST_22,Food,Item_17_FOOD,29.0,error,-690.1408315674662,Cash,,2019-01-07,False
TXN_6661813,CUST7755,Misc,Item_7_MILK,error,,unknown,Creditt Card,Online,02/05/2023,False
TXN_1004284,CUST_15,,,,3.0,123.0,Cash,Online,2018-03-07,
TXN_9979595,CUST_14,Butchers,,266.3673169588723,4.0,-464.29928733421286,,Online,2023-03-02,
TXN_6066679,CUST_11,Other,Item_13_EHE,unknown,2.0,N/A,,Online,2023-03-09,False
TXN_7326092,CUST_01,Butchers,Item_23_BUT,error,,190.0,Credit Card,Online,2028-01-31,False
TXN_6983787,CUST_24,,N/A,30.5,8.0,244.0,Digital Wallet,In-store,01/01/2023,
,CUST_23,Computers and electric accessories,Item_12_CEA,-21.5,9.0,-193.5,paypal,In-store,2023/06/12,True
TXN_4344002,CUST_07,UNKNOWN,,20.0,error,-127.31356407568269,DEBIT,Online,2010-06-01,False
TXN_5602945,CUST_03,Electric household essentials,Item_15_EHE,N/A,40.0,,,Online,,
TXN_1781058,CUST_15,Computers and electric accessories,Item_21_CEA,275.617146728216,5.0,error,Credit Card,Online,2024-10-14,False
TXN_5943276,CUST_02,Food,,-41.019570485344104,error,82.0,Credit Card,Online,,True
TXN_6017693,CUST_14,CAT_X,Item_11_BEV,276.7250597498389,1.0,N/A,Digital Wallet,???,01/01/2023,True
TXN_6063632,CUST_22,UNKNOWN,Item_23_FUR,38.0,N/A,1166.6127010350606,,UNKNOWN,2022-06-14,
TXN_9417468,CUST_20,Food,Item_17_FOOD,-29.0,2.0,-460.04344774920804,Digital Wallet,,2028-03-15,False
TXN_6483370,CUST_25,Food,Item_21_FOOD,,N/A,N/A,Credit Card,Online,2023/06/21,False
TXN_7730094,CUST_24,N/A,Item_19_BEV,$$$,error,192.0,,Online,,True
TXN_8351579,CUST_22,Electric household essentials,item_x,32.0,3.0,96.0,Wiretransfer,In-store,,False
TXN_1574191,CUST_15,???,???,131.40317094879987,,,undefined,Online,02-24-2024,False
TXN_7061932,CUST_07,Misc,Item_25_FUR,,53.0,,,In-store,2023-07-07,True
TXN_6865143,CUST_09,,Item_20_BUT,,3.0,,Cahs,Online,,
TXN_7765690,CUST_25,Patisserie,Item_1_PAT,,55.0,error,Cahs,,2024-03-03,True
,CUST_01,???,Item_9_FOOD,-17.0,8.0,$$$,Digital Wallet,In-store,2024-12-12,True
TXN_3718315,CUST_15,Butchers,,unknown,unknown,71.75627490558514,Cash,Online,,False
TXN_4834959,CUST_24,N/A,Item_3_BUT,8.0,N/A,error,Credit Card,In-store,2023-01-22,N
TXN_8401176,CUST_17,???,,17.0,54.0,1516.1445634235606,,Online,2016-12-20,False
TXN_5936766,CUST_20,Patisserie,item_x,,N/A,,Credit Card,Online,,True
TXN_2861834,CUST_25,Patisserie,,26.0,3.0,78.0,,Online,01/04/2023,
TXN_6970525,,???,Laptoppp,unknown,45.0,unknown,Credit Card,In-store,,
TXN_5930319,CUST_16,Electric household essentials,undefined,137.74705018134551,3.0,175.31021125950843,Cash,In-store,2027-11-25,
TXN_7634319,C-9502,Furniture,Item_8_FUR,-55.551382039010036,,208.90806454642808,Creditt Card,In-store,2023-10-10,Y
TXN_7459810,CUST_09,,Item_7_FOOD,unknown,51.0,unknown,Digital Wallet,Online,2022-12-01,
TXN_1559058,CUST_24,,,36.5,error,146.0,,Online,2022/07/04,True
TXN_5175591,CUST_09,Butchers,N/A,39.5,5.0,197.5,Digital Wallet,In-store,2023-01-06,yes
TXN_5957357,CUST_18,,Item_25_EHE,41.0,3.0,266.1488276006162,,,2015-04-09,True
TXN_3091416,CUST_13,Beverages,Item_7_BEV,N/A,-7.0,unknown,???,Online,1995-08-11,
,CUST_14,,N/A,166.2222896823212,6.0,424.7483653778761,,In-store,2022-07-31,True
TXN_6673236,CUST_22,Milk Products,Item_16_MILK,27.5,5.0,unknown,,In-store,2006-07-05,True
TXN_8059116,CUST_25,,,9.5,1.0,9.5,Digital Wallet,Online,14/10/2027,
TXN_4363648,CUST_09,Misc,,32.0,2.0,187.89050330487254,Cash,N/A,23-07-2023,True
TXN_5491571,CUST_02,,,,7.0,119.0,,In-store,03-13-2028,True
TXN_5367164,CUST_20,,Item_15_FUR,152.04497401973117,N/A,208.0,,UNKNOWN,,
TXN_9969248,CUST_02,Butchers,Item_22_BUT,36.5,2.0,,Digital Wallet,Online,,
TXN_4340415,CUST_14,Patisserie,Laptoppp,error,unknown,125.0,Cash,Online,1997/11/19,0
TXN_5645945,CUST_01,,UNKNOWN,211.18490378511075,N/A,$$$,Credit Card,Online,2027-09-16,False
TXN_3430293,CUST_21,,,11.0,N/A,95.78269065929692,Credit Card,Online,,True
TXN_9418439,CUST_23,,,error,5.0,122.5,Credit Card,Online,,False
TXN_4204523,CUST_21,Beverages,Item_8_BEV,unknown,52.0,-108.5,Credit Card,In-store,2024-12-12,True
TXN_4173894,CUST_02,,,36.5,7.0,3512.068135135561,???,In-store,09-12-2027,True
TXN_9776299,CUST_04,Beverages,Item_18_BEV,30.5,error,unknown,Creditt Card,In-store,,False
TXN_4333003,CUST4788,,Item_20_FUR,161.8319948067691,7.0,unknown,,In-store,,
TXN_5747087,CUST_23,???,Item_6_MILK,,N/A,75.0,,Online,2003-01-14,False
,CUST_23,UNKNOWN,Item_7_CEA,14.0,4.0,56.0,Digital Wallet,Online,2024-03-26,False
TXN_7796666,CUST_13,Food,Item_12_FOOD,21.5,error,,Cash,Online,,False
TXN_4194229,CUST_20,N/A,,unknown,,964.885703246286,paypal,In-store,,
TXN_6759122,CUST_17,cat1,,181.28493778049756,51.0,unknown,Cash,In-store,2024-09-26,True
TXN_3890522,CUST_08,Butchers,,20.0,,120.0,undefined,In-store,2013-07-22,True
TXN_4295681,CUST_01,Food,,,N/A,21.5,Digital Wallet,In-store,2022-03-23,
TXN_1513521,CUST_18,N/A,Item_2_FUR,error,,32.5,???,In-store,2024-10-25,
TXN_6229496,CUST_15,Patisserie,Item_25_PAT,N/A,7.0,709.2468982339468,undefined,N/A,2024-03-29,False
TXN_4494866,CUST_22,???,Item_2_CEA,N/A,error,error,Creditt Card,In-store,2024-03-11,N
TXN_1992937,CUST_20,,,-41.0,-6.0,246.0,Digital Wallet,Online,2004-09-04,
TXN_4713817,CUST_25,Patisserie,,29.0,6.0,N/A,N/A,In-store,2024-04-19,False
TXN_6893842,,Patisserie,Item_11_PAT,20.0,N/A,,Cash,In-store,,
TXN_8364453,CUST_08,Butchers,,215.27492230732489,3.0,109.5,Cash,Online,2014-10-10,True
TXN_7594907,CUST_01,Milk Products,Item_4_MILK,,30.0,38.0,paypal,Online,2024-03-24,
TXN_3756526,CUST_08,Butchers,Item_11_BUT,20.0,9.0,1543.655648803444,N/A,In-store,26.10.2026,False
TXN_2722008,CUST_19,,Item_5_FOOD,error,2.0,unknown,Credit Card,Online,2027-05-07,False
TXN_2663672,CUST_05,Misc,Item_22_BUT,143.46180679529058,-3.0,365.0,Cash,Online,2023-09-12,True
,CUST_05,Butchers,,-12.725606342391755,,,???,In-store,2024-09-13,True
TXN_2305142,CUST_03,Patisserie,Item_15_PAT,unknown,-1.0,-26.0,Cash,Online,2027-01-09,
,CUST_09,,Item_19_MILK,,unknown,889.104700402781,Wiretransfer,Online,2018-11-21,True
TXN_3496091,CUST_17,???,Item_22_MILK,error,unknown,674.6574676422941,Cash,In-store,,True
TXN_5449536,CUST_01,Butchers,undefined,36.5,-8.0,292.0,Digital Wallet,Online,09-20-2005,True
TXN_2133071,CUST_21,Butchers,,8.0,5.0,error,Credit Card,In-store,28.06.2024,
TXN_7075100,CUST_20,Patisserie,item_x,288.1554631487409,,unknown,,Online,03-28-2027,True
TXN_1750091,CUST_01,cat1,,-9.5,1.0,9.5,Credit Card,In-store,2015-02-12,True
TXN_4468083,CUST_14,Electric household essentials,N/A,17.0,unknown,,Credit Card,Online,2022-06-30,False
TXN_9260389,CUST_05,Milk Products,Item_10_MILK,18.5,,239.74374161738388,Creditt Card,In-store,2024-01-23,yes
TXN_2867343,CUST_02,,Item_3_FOOD,8.0,8.0,-64.0,???,,07/01/2023,
TXN_6420801,,Butchers,Item_3_BUT,,50.0,200.31469811701027,???,In-store,2024/03/10,False
TXN_1942110,CUST_09,Computers and electric accessories,N/A,15.5,3.0,46.5,N/A,Online,2024-04-09,True
TXN_3530165,CUST_23,Computers and electric accessories,item_x,27.5,error,1521.3029099625207,Creditt Card,In-store,2024-01-01,False
TXN_8300398,CUST_09,,Item_23_FUR,38.0,3.0,error,,Online,2023-08-07,
TXN_6297355,CUST_19,Patisserie,undefined,6.5,8.0,52.0,Cash,Online,2024-06-17,False
TXN_5613380,CUST_01,Beverages,,-36.5,10.0,365.0,???,In-store,2006-05-08,True
TXN_2359902,CUST_13,,Item_12_BEV,unknown,7.0,,Digital Wallet,In-store,,N
TXN_9408663,CUST_21,Beverages,item_x,,-8.0,40.0,paypal,Online,2000-08-16,
TXN_8685497,CUST_13,,,,N/A,,Credit Card,In-store,13-05-2001,False
TXN_9967796,CUST_04,,Item_19_BUT,-32.0,-7.0,224.0,,N/A,,
TXN_3192449,CUST_02,Butchers,Tableet,-77.14352989244564,10.0,,undefined,???,,False
TXN_5113509,CUST_02,Furniture,undefined,39.5,-10.0,355.5,paypal,In-store,2022-07-21,
TXN_2811659,CUST_03,Beverages,Item_2_BEV,-62.554611095672456,8.0,$$$,paypal,Online,11-07-2026,False
TXN_6393003,CUST_12,Misc,UNKNOWN,18.5,unknown,234.2709025377441,N/A,Online,08.10.2024,
TXN_2153066,CUST_17,,,N/A,,,Digital Wallet,In-store,01/01/2023,False
TXN_5030328,CUST_24,Electric household essentials,Laptoppp,23.0,7.0,1455.8450762431007,Cash,In-store,2028-03-18,
TXN_6556712,CUST_15,,,unknown,,unknown,,In-store,2024-04-22,
TXN_4359913,CUST_23,Milk Products,Item_19_MILK,,4.0,,Cash,Online,,False
TXN_6307499,CUST_22,Electric household essentials,,33.5,40.0,-237.35765548308396,,In-store,2023-06-22,True
TXN_9273608,CUST_22,Butchers,Laptoppp,-40.07212931584115,-8.0,124.0,Cash,Online,,0
TXN_6125814,CUST_14,Milk Products,Item_11_MILK,20.0,-4.0,N/A,Cash,,1996-07-10,True
TXN_4299995,CUST_22,N/A,Item_5_FUR,unknown,8.0,88.0,paypal,In-store,2022-06-28,True
TXN_4049162,,Computers and electric accessories,Tableet,$$$,N/A,247.5,,In-store,2023-12-19,True
TXN_9341645,CUST_02,Food,N/A,23.0,5.0,N/A,???,In-store,2017-01-19,True
TXN_4457834,CUST_10,Beverages,Item_6_BEV,12.5,1.0,12.5,,In-store,2024-02-06,
TXN_6628977,CUST_05,,Item_13_FOOD,error,51.0,N/A,Digital Wallet,Online,2023-08-24,
TXN_6118432,CUST_08,Butchers,Item_16_BUT,$$$,59.0,-58.75194516309289,Cash,Online,2022-08-25,0
TXN_6615544,CUST_07,N/A,Item_5_FUR,11.0,1.0,-11.0,,Online,2024/09/01,False
TXN_3638356,CUST_08,Other,,23.0,1.0,49.58768480927956,N/A,In-store,,False
TXN_7203061,CUST_01,Furniture,Item_24_FUR,39.5,unknown,,Credit Card,Online,1994-01-12,False
,,Butchers,Laptoppp,,56.0,69.61215079858472,,In-store,13-05-2023,True
TXN_5358578,CUST_16,Milk Products,Item_13_MILK,,,230.0,???,In-store,2023-02-16,False
TXN_6691072,CUST_02,cat1,UNKNOWN,error,,130.0,,In-store,21/01/2027,
TXN_4984101,CUST_22,,Item_17_FUR,,3.0,unknown,Cash,Loc_X,2026-10-22,
,CUST_04,,,unknown,unknown,,DEBIT,In-store,,
TXN_9965946,,,Item_18_BEV,30.5,,,,In-store,01/01/2023,False
TXN_3604299,CUST_07,,Item_24_FUR,39.5,-1.0,,Digital Wallet,Online,2022-01-23,True
TXN_3108062,CUST_19,Butchers,Item_8_BUT,15.5,38.0,3050.4567995808065,N/A,In-store,2024-07-27,True
TXN_4731761,CUST_17,Beverages,,12.5,N/A,1654.3151479724056,,In-store,2027-05-13,False
TXN_9367468,,Milk Products,,N/A,error,-116.0,Wiretransfer,In-store,,False
TXN_6037665,CUST_24,UNKNOWN,Item_16_PAT,unknown,6.0,-165.0,,Online,2007-07-21,
TXN_7331955,CUST_12,,,error,-7.0,,,Online,,
TXN_4538911,CUST_10,Computers and electric accessories,,$$$,-5.0,555.849254611389,Cash,Online,12-05-2000,
TXN_7377726,CUST_05,,Laptoppp,38.0,error,,,In-store,2024-11-08,
TXN_8431681,CUST_18,Patisserie,item_x,21.5,8.0,N/A,Credit Card,Online,01/01/2023,True
TXN_6855605,C-2489,Butchers,Item_15_BUT,error,1.0,,DEBIT,Online,2027-12-03,False
TXN_2533200,CUST_05,???,Item_1_PAT,error,47.0,118.1426845556459,Credit Card,Online,12-25-1997,False
TXN_2186627,CUST_13,Computers and electric accessories,Item_14_CEA,24.5,3.0,,Cash,In-store,2022-09-23,
TXN_6995379,CUST_11,Milk Products,,32.0,error,,Cash,Online,2024-08-24,
TXN_6621029,CUST_17,Milk Products,Item_16_MILK,-27.5,54.0,813.76845903047,Cash,Online,2023-01-27,True
TXN_7313687,CUST_23,,,N/A,-9.0,171.5,undefined,Online,2022-05-30,False
TXN_5182350,CUST_07,undefined,undefined,29.0,7.0,408.5987070390791,Credit Card,Online,2027-04-21,True
TXN_4960977,CUST_08,,???,27.5,,error,,Online,2024-11-01,True
TXN_4056154,CUST_18,Computers and electric accessories,Item_9_CEA,-17.0,-7.0,,,In-store,2027-11-23,
TXN_6203639,CUST_11,Beverages,Item_19_BEV,32.0,,160.0,Wiretransfer,Online,01/01/2023,
TXN_3689417,CUST_10,undefined,Item_18_BUT,,unknown,error,Credit Card,In-store,2023-04-02,False
TXN_7000051,CUST_10,UNKNOWN,Item_24_FUR,,2.0,unknown,,In-store,2023-03-08,True
TXN_8310973,CUST_10,Milk Products,???,5.0,3.0,34.093804396354294,,In-store,2024-04-22,True
TXN_6718947,CUST_16,Patisserie,,-15.5,8.0,$$$,,In-store,07-04-2024,False
TXN_3789551,CUST_10,N/A,Item_20_EHE,$$$,error,301.5,Digital Wallet,Online,,
TXN_8264793,CUST_18,Electric household essentials,Item_8_EHE,149.31244821793442,9.0,,,In-store,2022-01-11,
TXN_1860120,CUST_01,Furniture,???,41.0,-10.0,$$$,Digital Wallet,Online,01-19-2022,True
TXN_3531543,CUST_21,Computers and electric accessories,Item_3_CEA,8.0,,56.0,Cahs,,,True
,,,Item_20_EHE,,42.0,,Credit Card,In-store,2024-03-16,True
TXN_1943695,CUST_09,N/A,,,,691.2287501151797,Credit Card,In-store,2023-04-04,False
TXN_3609446,CUST_01,Butchers,Item_3_BUT,8.0,49.0,,Digital Wallet,In-store,2022-12-27,
TXN_6770695,CUST_21,Furniture,item_x,-26.0,N/A,78.0,Cash,In-store,2026-08-25,True
TXN_4565043,CUST_09,Furniture,item_x,,58.0,39.5,Credit Card,Online,2023-08-29,True
TXN_2316382,,Beverages,Item_17_BEV,131.51230021744988,-10.0,290.0,Credit Card,In-store,2001-11-03,
TXN_8265493,CUST_03,Butchers,item_x,162.0875893549282,1.0,,,Online,2022-10-06,False
TXN_7767182,CUST_18,,,230.9900342314742,5.0,$$$,Cash,Online,2024-11-13,False
TXN_1862542,CUST_18,,Item_9_BUT,17.0,8.0,1104.3503937088785,Credit Card,In-store,2027-01-17,False
TXN_5504057,CUST_03,,Tableet,-29.0,4.0,-265.44496818604074,Cash,In-store,01/01/2023,True
TXN_8965991,CUST_02,Misc,Item_20_EHE,33.5,1.0,unknown,N/A,,,False
TXN_8625188,CUST_13,Misc,N/A,-6.5,,error,Digital Wallet,Online,2016-02-21,True
TXN_1021886,cust_1422,Butchers,PHON3,15.5,,unknown,???,Online,,
TXN_9550434,CUST_08,CAT_X,,26.0,3.0,,,In-store,2026-04-25,
TXN_7896424,CUST_20,Food,Item_17_FOOD,29.0,,296.88299837656314,Digital Wallet,Online,,
TXN_9760482,CUST_07,,,20.0,26.0,error,,In-store,2023-01-06,True
TXN_3342562,CUST6456,Butchers,Tableet,38.0,,190.0,,In-store,2023-06-11,
TXN_5006011,,Butchers,,N/A,8.0,,Cash,In-store,2008-06-05,
TXN_2847928,CUST_20,Computers and electric accessories,Item_17_CEA,-29.0,,-174.0,Digital Wallet,In-store,09/08/2026,True
,CUST_16,Butchers,Item_20_BUT,-63.51935188249973,-10.0,,undefined,Online,2024-01-28,
TXN_9971279,CUST_18,Patisserie,Item_1_PAT,-7.450618895563141,6.0,105.15075538614629,Credit Card,In-store,2023-06-14,
TXN_7727282,CUST_14,,Item_6_FOOD,,error,unknown,???,In-store,2024-06-09,
TXN_2581258,CUST_14,Electric household essentials,,23.0,4.0,92.0,Wiretransfer,Online,2014-10-17,False
TXN_4789450,CUST_21,CAT_X,undefined,error,3.0,,Digital Wallet,In-store,2022-11-18,
TXN_2031274,CUST2210,Electric household essentials,Item_20_EHE,33.5,,$$$,Digital Wallet,In-store,2023-07-12,True
TXN_9110765,CUST_19,Computers and electric accessories,Item_14_CEA,error,1.0,24.5,,,2023-08-14,True
TXN_2177659,CUST_14,Electric household essentials,Item_11_EHE,-65.29110649706116,1.0,20.0,,Online,,True
TXN_1611841,CUST_04,Food,Item_1_FOOD,5.0,,,Creditt Card,In-store,,True
TXN_5904701,CUST_18,Patisserie,undefined,unknown,error,unknown,Cash,In-store,2024-10-04,
TXN_6832925,CUST_13,cat1,Tableet,$$$,10.0,-230.0,Credit Card,Online,2002-06-05,
TXN_6583535,CUST_24,Other,Item_23_CEA,38.0,error,$$$,,In-store,20-06-2014,True
TXN_6185003,CUST_20,Electric household essentials,???,error,unknown,304.0,Digital Wallet,In-store,2023-06-30,True
TXN_4689441,CUST_11,Other,,11.0,-7.0,110.0,,Online,2023-06-02,False
TXN_1624550,CUST_19,Electric household essentials,,unknown,26.0,3360.0542821195277,Creditt Card,In-store,07-28-2024,False
TXN_8637763,CUST_23,Beverages,,,N/A,64.0,N/A,In-store,2024-07-03,
TXN_1899712,CUST_08,Electric household essentials,Laptoppp,38.0,9.0,-342.0,???,In-store,10/12/2022,
TXN_5762983,CUST_24,Furniture,Item_2_FUR,unknown,unknown,-65.0,Credit Card,Online,2015-12-10,False
TXN_4603497,CUST_04,,Item_23_MILK,-66.82886899618387,-7.0,,,In-store,1995-09-23,False
TXN_5912098,CUST_21,Misc,Item_4_PAT,9.5,6.0,3623.555121518357,Credit Card,Online,2022-02-17,
TXN_9439778,CUST_05,cat1,Item_12_BEV,260.62971623907265,54.0,215.0,,In-store,2006-03-05,
TXN_5692725,CUST_14,Misc,Tableet,N/A,error,error,N/A,Online,2024-02-23,True
TXN_5046899,CUST_21,???,Item_11_CEA,20.0,unknown,311.95636800752476,,In-store,2023-01-20,
TXN_1483524,CUST_22,Electric household essentials,PHON3,,4.0,855.2749328571664,Cash,Online,2011-11-24,True
TXN_7302842,9817,Butchers,,,,1439.15298930427,Digital Wallet,Online,,
TXN_9212341,CUST_02,Other,Item_13_BUT,,-9.0,387.40682643064673,Credit Card,In-store,2017-04-05,False
TXN_4940851,CUST_07,Butchers,Item_15_BUT,-56.18703647732973,error,208.0,Cahs,Online,2004-09-09,True
TXN_1849169,CUST_06,Milk Products,item_x,,-3.0,N/A,Credit Card,N/A,,
TXN_6651159,CUST_15,CAT_X,item_x,32.0,unknown,error,Credit Card,Online,2022/12/22,False
,CUST_22,,???,30.5,,269.22078560733564,Digital Wallet,Online,,
TXN_3077868,CUST_02,Milk Products,Item_14_MILK,,N/A,unknown,Credit Card,In-store,2027-07-31,
TXN_3690725,CUST_09,Furniture,,209.63920913380468,6.0,84.0,Digital Wallet,Online,2023-02-07,
TXN_2698076,,Other,,8.0,-7.0,153.86510907883095,Digital Wallet,UNKNOWN,2022-11-17,False
TXN_2109158,CUST_19,UNKNOWN,Item_8_MILK,-15.5,N/A,,Digital Wallet,Online,,True
TXN_2284295,CUST_04,,PHON3,253.45694277731928,-3.0,958.2622943227599,DEBIT,In-store,2022-10-24,no
TXN_1400422,CUST_25,Beverages,item_x,29.0,7.0,,Digital Wallet,In-store,2022-12-16,True
TXN_2598069,CUST_12,Furniture,Item_20_FUR,264.5286634272954,error,$$$,,In-store,,
,CUST_21,,,,51.0,1701.416125737695,Cash,In-store,,False
TXN_9799191,CUST_11,Butchers,,,9.0,N/A,N/A,???,2023-10-19,True
TXN_8414071,CUST_20,Patisserie,UNKNOWN,,33.0,unknown,,In-store,16-10-2000,
TXN_1188935,CUST_17,???,Item_19_EHE,290.9267410052464,38.0,96.0,Cash,Online,,True
TXN_9101308,CUST_09,Butchers,???,$$$,5.0,703.8749242500209,Digital Wallet,Online,2024-10-12,
TXN_4589284,9955,???,Item_14_BEV,286.29263694995313,1.0,,,Online,2026-09-06,
,CUST_21,,,,4.0,128.0,Credit Card,Online,2022-10-03,
TXN_6065064,CUST_03,Patisserie,UNKNOWN,$$$,,,,N/A,2023-05-24,False
TXN_7107634,CUST_24,,,-70.03148921077302,unknown,error,DEBIT,Online,01/01/2023,False
TXN_8429586,CUST_19,UNKNOWN,,14.0,unknown,N/A,Digital Wallet,Online,,no
TXN_1734171,CUST_04,Furniture,Item_18_FUR,275.2079965184116,2.0,,???,In-store,2024-09-29,True
TXN_7809540,CUST_18,Computers and electric accessories,Item_20_CEA,33.5,error,N/A,???,,2026-10-18,
TXN_3525275,CUST_21,Food,,N/A,-3.0,20.0,Creditt Card,Online,2024-03-16,False
TXN_4829316,CUST_04,Milk Products,Item_13_MILK,23.0,4.0,92.0,Credit Card,In-store,2006-05-11,
TXN_4840113,CUST_01,Electric household essentials,PHON3,295.78864675850053,-7.0,error,Credit Card,In-store,2022-05-08,
TXN_5849928,,,,error,N/A,1190.1412702220132,Cash,In-store,2022-01-09,False
TXN_1085427,CUST_24,Patisserie,Item_17_PAT,$$$,error,261.0,undefined,In-store,2024-10-21,False
TXN_3619820,CUST_12,Food,Item_18_FOOD,,,error,???,Online,2027-07-01,False
TXN_1659899,C-4995,Milk Products,Item_23_MILK,-38.0,unknown,$$$,paypal,In-store,2024-04-10,
TXN_2630398,CUST_20,Other,Item_6_MILK,N/A,N/A,error,Cash,Online,2024-07-26,True
TXN_2614296,CUST_22,Beverages,Tableet,$$$,35.0,,,,2024/03/11,True
TXN_4614873,CUST_03,N/A,N/A,unknown,9.0,1431.5493728426381,Cash,Online,,False
TXN_7859035,CUST_17,Beverages,,-38.33604445703761,7.0,-564.4418592644978,,Loc_X,2000-05-23,False
TXN_8983531,CUST_16,Furniture,undefined,-11.0,1.0,37.37818691758687,Credit Card,In-store,2023-03-09,True
TXN_2910944,CUST_24,Patisserie,,21.5,,,Creditt Card,,2022-12-21,
,CUST_12,Other,Item_7_BUT,14.0,2.0,,paypal,In-store,2024-02-03,False
TXN_7004172,CUST_12,Furniture,,,10.0,-65.0,Cash,In-store,2026/08/01,True
TXN_5230040,CUST_25,,Item_1_BEV,error,-8.0,74.84119524340905,Digital Wallet,Online,,False
TXN_4169720,CUST_12,Butchers,Item_13_BUT,23.0,7.0,,Credit Card,N/A,2022-11-26,True
TXN_1671487,CUST_22,Electric household essentials,,33.5,N/A,$$$,Digital Wallet,In-store,,False
TXN_4092798,CUST_20,,Item_16_PAT,unknown,8.0,N/A,Cash,Online,2022-07-01,False
TXN_5482659,CUST_20,Misc,Item_1_CEA,-5.0,47.0,,???,Online,,
TXN_1013045,CUST_11,N/A,Item_19_CEA,error,4.0,128.0,,In-store,,N
